tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NF.10-1	NF.10-1_LP-DIR-T	NF.10-1		Hmt	30.3	31.0	2	12	100	0.0	4.2	959	913	K		hargrave 2024-03-21 15:44:00	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Negaunee	NF
NF.10-1	NF.10-1_LP-DIR-T	NF.10-1		Mgt	113.2	72.8	2	7	0	25.2	10.7	853	773	K		hargrave 2024-03-21 15:44:00	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Negaunee	NF
NF.10-1	NF.10-1_LP-DIR-T	NF.10-1		Hmt	59.2	49.1	2	12	0	0.0	4.2	959	913	K		hargrave 2024-03-21 15:44:00	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Negaunee	NF
NF.10-1		NF.10-1																	This study	LP-NOMAG				Negaunee	NF
NF.10-1	NF.10-1_LP-DIR-T	NF.10-1		Mgt	10.3	61.6	2	7	100	25.2	10.7	853	773	K		hargrave 2024-03-21 15:44:00	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Negaunee	NF
NF.10-2	NF.10-2_LP-DIR-T	NF.10-2		Hmt	50.1	54.3	2	9	0	0.0	6.0	957	933	K		hargrave 2024-03-21 15:45:13	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Negaunee	NF
NF.10-2		NF.10-2																	This study	LP-NOMAG				Negaunee	NF
NF.10-2	NF.10-2_LP-DIR-T	NF.10-2		Mgt	116.4	73.7	2	10	0	27.1	14.8	853	773	K		hargrave 2024-03-21 15:45:13	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Negaunee	NF
NF.10-2	NF.10-2_LP-DIR-T	NF.10-2		Hmt	18.0	44.7	2	9	100	0.0	6.0	957	933	K		hargrave 2024-03-21 15:45:13	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Negaunee	NF
NF.10-2	NF.10-2_LP-DIR-T	NF.10-2		Mgt	351.5	74.9	2	10	100	27.1	14.8	853	773	K		hargrave 2024-03-21 15:45:13	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Negaunee	NF
NF.10-3		NF.10-3																	This study	LP-NOMAG				Negaunee	NF
NF.10-3	NF.10-3_LP-DIR-T	NF.10-3		Hmt	63.2	19.5	2	11	0	0.0	5.6	959	933	K		hargrave 2024-03-21 15:46:23	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Negaunee	NF
NF.10-3	NF.10-3_LP-DIR-T	NF.10-3		Mgt	42.1	44.7	2	10	0	22.4	12.7	853	773	K		hargrave 2024-03-21 15:46:23	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Negaunee	NF
NF.10-3	NF.10-3_LP-DIR-T	NF.10-3		Mgt	24.2	26.6	2	10	100	22.4	12.7	853	773	K		hargrave 2024-03-21 15:46:23	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Negaunee	NF
NF.10-3	NF.10-3_LP-DIR-T	NF.10-3		Hmt	54.1	13.9	2	11	100	0.0	5.6	959	933	K		hargrave 2024-03-21 15:46:23	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Negaunee	NF
NF.10-4	NF.10-4_LP-DIR-T	NF.10-4		Mgt	102.0	49.6	2	11	0	26.0	14.1	853	723	K		hargrave 2024-03-21 15:47:33	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Negaunee	NF
NF.10-4	NF.10-4_LP-DIR-T	NF.10-4		Hmt	49.9	33.2	2	14	100	0.0	2.6	959	903	K		hargrave 2024-03-21 15:47:33	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Negaunee	NF
NF.10-4	NF.10-4_LP-DIR-T	NF.10-4		Mgt	74.2	62.1	2	11	100	26.0	14.1	853	723	K		hargrave 2024-03-21 15:47:33	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Negaunee	NF
NF.10-4		NF.10-4																	This study	LP-NOMAG				Negaunee	NF
NF.10-4	NF.10-4_LP-DIR-T	NF.10-4		Hmt	64.3	32.4	2	14	0	0.0	2.6	959	903	K		hargrave 2024-03-21 15:47:33	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Negaunee	NF
NF.11-1	NF.11-1_LP-DIR-T	NF.11-1		Hmt	290.0	45.6	2	12	0	0.0	6.6	959	913	K		hargrave 2024-03-21 15:48:46	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Negaunee	NF
